Type,Display_name,Date,Contents,Categories,translated_content,cleaned_data,neg,neu,pos,compound,sentiment_label
Post,Riz Estrella - Pendon,2019-05-28,"What I like:
- Easy to find, itÆs just along the highway. 
- Has their own parking & itÆs big. Can fit around 20 cars I guess or more. Unlike the other resorts, you park your car along the highway at your own risk. 
- Near the food hubs and restaurants. 
- Very nice staffs, both the resort and bar staffs. 
- Though we didnÆt order at the Blue but itÆs a nice place to chill. 
- Affordable. 



Additional feedback/commendation:
We arrived waaaaay early than our check-in time. We requested for early check-in via our Agoda reservation & they responded that itÆs subject to availability which is okay. They offered to place our stuff in the reception area while we chill at the Blue or by the shore. 
Guests from our room checked out past 12 and Kuya Val immediately asked the staff to clean it. He even showed us upstairs, helped bring our stuff & was very welcomy as if he is touring us in his own house. 
While waiting by the reception area, I heard some of the guests were already repeat guests or have been there before. Most of them are foreigners & were very comfortable in talking to the staffs. The staffs in return were very cheerful and hospitable. 
I guess itÆs one of the reasons why guests keep on going back to Little Surfmaid. Yes, beach area is not that good and facility needs improvement but since they have great, cheerful and hospital staffs, then I wouldnÆt mind. ? will definitely recommend.",Accomodation,"What I like:
- Easy to find, it's just along the highway. 
- Has their own parking & itÆs big. Can fit around 20 cars I guess or more. Unlike the other resorts, you park your car along the highway at your own risk. 
- Near the food hubs and restaurants. 
- Very nice staff, both the resort and bar staff. 
- Although we didnÆt order at the Blue but itÆs a nice place to chill. 
- Affordable. 



Additional feedback/commendations:
We arrived waaaay earlier than our check-in time. We requested for early check-in via our Agoda reservation & they responded that itÆs subject to availability which is okay. They offered to place our stuff in the reception area while we chill at the Blue or by the shore. 
Guests from our room checked out past 12 and Kuya Val immediately asked the staff to clean it. He even showed us upstairs, helped bring our stuff & was very welcoming as if he was touring us in his own house. 
While waiting by the reception area, I heard some of the guests were already repeat guests or had been there before. Most of them are foreigners & were very comfortable in talking to the staff. The staffs in return were very cheerful and hospitable. 
I guess itÆs one of the reasons why guests keep on going back to Little Surfmaid. Yes, beach area is not that good and facility needs improvement but since they have great, cheerful and hospital staffs, then I wouldnÆt mind. ? will definitely recommend.",like easy find along highway parking itæs big fit around 20 car guess unlike resort park car along highway risk near food hub restaurant nice staff resort bar staff although didnæt order blue itæs nice place chill affordable additional feedbackcommendations arrived waaaay earlier checkin time requested early checkin via agoda reservation responded itæs subject availability okay offered place stuff reception area chill blue shore guest room checked past 12 kuya val immediately asked staff clean even showed u upstairs helped bring stuff welcoming touring u house waiting reception area heard guest already repeat guest foreigner comfortable talking staff staff return cheerful hospitable guess itæs one reason guest keep going back little surfmaid yes beach area good facility need improvement since great cheerful hospital staff wouldnæt mind definitely recommend,0.013,0.683,0.304,0.9922,positive
Tweet,JamesOmar,2024-06-28,"Baybay Grill had friendly staff, but my meal was disappointing.",Food,"Baybay Grill had friendly staff, but my meal was disappointing.",baybay grill friendly staff meal disappointing,0.308,0.385,0.308,0.0,positive
Post,Chris Zemus,2019-06-15,Hands down best food. Loved the location the lamb and the owner is a very nice man. Keep up the good work,Food,Hands down best food. Loved the location the lamb and the owner is a very nice man. Keep up the good work,hand best food loved location lamb owner nice man keep good work,0.0,0.292,0.708,0.9517,positive
Post,Gloria Nila Belen Liban,2020-03-13,"Friendly service. Laid back ambiance. BB offers different cuisine- Korean, Mexican, Filipino bbq, American,  local Ilocano dishes etc. My personal fav is Kapalmuks and pakbet from Mang EntengÆs. And this is fun- look at how they name their dishes- youÆll have a good laugh. To our local patrons-Go and visit this place, enjoy before out of town crowd comes back.",Food,"Friendly service. Laid back ambiance. BB offers different cuisine- Korean, Mexican, Filipino bbq, American, local Ilocano dishes etc. My personal fav is Kapalmuks and pakbet from Mang EntengÆs. And this is fun- look at how they name their dishes- youÆll have a good laugh. To our local patrons-Go and visit this place, enjoy before the out of town crowd comes back.",friendly service laid back ambiance bb offer different cuisine korean mexican filipino bbq american local ilocano dish etc personal fav kapalmuks pakbet mang entengæs fun look name dish youæll good laugh local patronsgo visit place enjoy town crowd come back,0.0,0.639,0.361,0.9595,positive
Post,Nadine Sta. Maria,2019-05-20,"I would like to commend Mr.Jayson (cleaner) and Ms.Helen De los Santos (admin) for being so thoughtful and honest to their guest. As i left some of my valuable belongings, pero hindi po nila pinag interesan. You will be more bless with your kind gestures and heart mam and sir. Keep up the good work! More powers to Scenic View Tourist Inn San Juan Launion! We will definitely go back! God bless po!",Accomodation,"I would like to commend Mr.Jayson (cleaner) and Ms.Helen De los Santos (admin) for being so thoughtful and honest to their guest. As I left some of my valuable belongings, but they were not interested. You will be more blessed with your kind gestures and heart mam and sir. Keep up the good work! More powers to Scenic View Tourist Inn San Juan Launion! We will definitely go back! God bless you!",would like commend mrjayson cleaner mshelen de los santos admin thoughtful honest guest left valuable belonging interested blessed kind gesture heart mam sir keep good work power scenic view tourist inn san juan launion definitely go back god bless,0.0,0.38,0.62,0.9897,positive
Post,Hablero Nads,2023-08-21,"good for short stay, clean rooms and quite place. definitely recommend to aniyone in la union.",Accomodation,"good for short stay, clean rooms and quite place. definitely recommend to anyone in la union.",good short stay clean room quite place definitely recommend anyone la union,0.0,0.414,0.586,0.8845,positive
Post,Marc Carino,2022-07-28,"They offer great tasting coffee at an affordable price that oculd out compete those more fakous and larger coffee shops. One of my favorites is their Dolce Latte , especially a hot cup on a rainy afternoon, or a cup of iced Gold Latte if you want something to energize and keep you up you while working. Their Hibiscus Tea is also a good tasting refresher.",Food,"They offer great tasting coffee at an affordable price that oculd out compete those more famous and larger coffee shops. One of my favorites is their Dolce Latte, especially a hot cup on a rainy afternoon, or a cup of iced Gold Latte if you want something to energize and keep you up while working. Their Hibiscus Tea is also a good tasting refresher.",offer great tasting coffee affordable price oculd compete famous larger coffee shop one favorite dolce latte especially hot cup rainy afternoon cup iced gold latte want something energize keep working hibiscus tea also good tasting refresher,0.034,0.653,0.313,0.9159,positive
Post,Andrew James Lim,2020-08-22,"Thank you, Villa Vianer! My children had a great time. God bless!",Experience,"Thank you, Villa Vianer! My children had a great time. God bless!",thank villa vianer child great time god bless,0.0,0.258,0.742,0.8885,positive
Reply,Jovanny de Guzman,2024-03-05,The pottery class in Taboc wasnÆt as fun as it soundedùfelt more like an overpriced souvenir shop.,Experience,The pottery class in Taboc wasnÆt as fun as it soundedÆfelt more like an overpriced souvenir shop.,pottery class taboc wasnæt fun soundedæfelt like overpriced souvenir shop,0.0,0.58,0.42,0.7003,positive
Tweet,lastminutehero,2024-03-04,"BeachbumÆs food stalls were chaotic, and the staff didnÆt seem helpful.",Food,"BeachbumÆs food stalls were chaotic, and the staff didnÆt seem helpful.",beachbumæs food stall chaotic staff didnæt seem helpful,0.391,0.391,0.219,-0.296,negative
Tweet,goawaykid,2024-05-22,"El ChapoÆs shrimp aligue tacos were a little dry, but the flavors were on point.",Food,"El ChapoÆs shrimp aligue tacos were a little dry, but the flavors were on point.",el chapoæs shrimp aligue taco little dry flavor point,0.0,1.0,0.0,0.0,positive
Tweet,kezh,2022-01-13,"Been in San Juan elyu for while, very nice accomodations lalo na sa Kabsat and foods here are really great.",Accomodation,"Been in San Juan elyu for while, very nice accommodations especially in Kabsat and foods here are really great.",san juan elyu nice accommodation especially kabsat food really great,0.0,0.527,0.473,0.8016,positive
Tweet,Venus,2024-07-29,Sana makapag-surf ako sa Elyu,Activity,I hope I can surf in Elyu,hope surf elyu,0.0,0.408,0.592,0.4404,positive
Reply,Treyvon Aquino,2023-11-04,"The nightlife in Elyu was too loud, making it hard to relax and enjoy.",Experience,"The nightlife in Elyu was too loud, making it hard to relax and enjoy.",nightlife elyu loud making hard relax enjoy,0.122,0.348,0.53,0.6908,positive
Post,Erika Tulio,2024-02-19,Highly recommend this place. The owner is very kind as in my friends and I are very attentive. The room is beautiful and cozy and smells good. If you are looking for accommodation in Elyu this place is good swear.,Accomodation,Highly recommend this place. The owner is very kind as in my friends and I am very attentive. The room is beautiful and cozy and smells good. If you are looking for accommodation in Elyu this place is good swear.,highly recommend place owner kind friend attentive room beautiful cozy smell good looking accommodation elyu place good swear,0.038,0.352,0.61,0.9577,positive
Post,Mia,2023-08-12,"Spacious accommodation, rooms were clean and comfortable. The owners were helpful to make our stay enjoyable. Highly recommended for those visiting Elyu!",Accomodation,"Spacious accommodation, rooms were clean and comfortable. The owners were helpful to make our stay enjoyable. Highly recommended for those visiting Elyu!",spacious accommodation room clean comfortable owner helpful make stay enjoyable highly recommended visiting elyu,0.0,0.395,0.605,0.9152,positive
Reply,N G T,2024-08-11,Kamiss pumuntang elyu.,Experience,Kamiss go elyu.,kami go elyu,0.0,1.0,0.0,0.0,positive
Reply,??????,2024-07-11,"Paddleboarding in Elyu was the perfect way to start the morning, so peaceful.",Experience,"Paddleboarding in Elyu was the perfect way to start the morning, so peaceful.",paddleboarding elyu perfect way start morning peaceful,0.0,0.42,0.58,0.7845,positive
Post,Illeana Angelique Gamara,2024-04-05,"Super happy and satisfied for the accommodating personality and outstanding service provided by the owner of the place. From the moment we arrived until our check-out, every interaction was marked by genuine care and attention to detail. We left feeling truly valued and appreciated. Without a doubt, we'll be returning in the future and will do recommend this transient to friends and family. Thank you so much! ",Accomodation,"Super happy and satisfied for the accommodating personality and outstanding service provided by the owner of the place. From the moment we arrived until our check-out, every interaction was marked by genuine care and attention to detail. We left feeling truly valued and appreciated. Without a doubt, we'll be returning in the future and will recommend this transient to friends and family. Thank you so much!",super happy satisfied accommodating personality outstanding service provided owner place moment arrived checkout every interaction marked genuine care attention detail left feeling truly valued appreciated without doubt well returning future recommend transient friend family thank much,0.0,0.351,0.649,0.9896,positive
